Topic,Title,Content,Date,Link,src
Entertainment,Security needed for Claudia Schiffer's knicker nickers,"Claudia Schiffer says her underwear was stolen so frequently in the 1990s while she was on the catwalk, that security had to be hired to watch her bra and knickers.","Tuesday 31 March 2020 10:29, UK",https://news.sky.com//story/model-claudia-schiffer-hired-security-to-protect-her-bra-and-knickers-11965897,https://e3.365dm.com/20/03/768x432/skynews-rihanna-california_4958940.jpg?20200331083027
Entertainment,"Shaun Ryder: 'I think I've had coronavirus - but I'm fine, I've been isolating for years'",Shaun Ryder has shared his top tips for surviving the national lockdown - saying he is going to repeat his favourite TV series and learn how to play chess.,"Tuesday 31 March 2020 04:13, UK",https://news.sky.com//story/shaun-ryder-i-think-ive-had-coronavirus-but-im-fine-ive-been-isolating-for-years-11965892,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,Rihanna: I'll have kids in next few years - with or without a man,Rihanna has said she will have children in the next few years - with or without a man.,"Tuesday 31 March 2020 09:24, UK",https://news.sky.com//story/rihanna-ill-have-kids-in-the-next-few-years-with-or-without-a-man-11966086,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,James Corden hosts show in garage as A-listers perform from home,"Billie Eilish, John Legend, Will Ferrell and a host of other stars joined James Corden for a special episode of The Late Late Show broadcast from his garage.","Tuesday 31 March 2020 12:51, UK",https://news.sky.com//story/coronavirus-james-corden-hosts-show-in-garage-as-a-listers-perform-from-home-11966201,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,Ghostbusters and Peter Rabbit sequels among latest films delayed,Several major film releases have been postponed until 2021 due to the ongoing coronavirus crisis.,"Tuesday 31 March 2020 11:35, UK",https://news.sky.com//story/coronavirus-ghostbusters-and-peter-rabbit-sequels-among-latest-films-delayed-due-to-pandemic-11966151,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,Chuckle brother reveals he has been suffering from coronavirus,Comedian Paul Chuckle has revealed he has been suffering from coronavirus.,"Tuesday 31 March 2020 04:21, UK",https://news.sky.com//story/coronavirus-comedian-paul-chuckle-reveals-he-has-been-suffering-from-covid-19-11966018,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,Security needed for Claudia Schiffer's knicker nickers,"Claudia Schiffer says her underwear was stolen so frequently in the 1990s while she was on the catwalk, that security had to be hired to watch her bra and knickers.","Tuesday 31 March 2020 10:29, UK",https://news.sky.com//story/model-claudia-schiffer-hired-security-to-protect-her-bra-and-knickers-11965897,https://e3.365dm.com/20/03/768x432/skynews-james-corden-coronavirus_4959106.jpg?20200331114919
Entertainment,"Shaun Ryder: 'I think I've had coronavirus - but I'm fine, I've been isolating for years'",Shaun Ryder has shared his top tips for surviving the national lockdown - saying he is going to repeat his favourite TV series and learn how to play chess.,"Tuesday 31 March 2020 04:13, UK",https://news.sky.com//story/shaun-ryder-i-think-ive-had-coronavirus-but-im-fine-ive-been-isolating-for-years-11965892,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,Rihanna: I'll have kids in next few years - with or without a man,Rihanna has said she will have children in the next few years - with or without a man.,"Tuesday 31 March 2020 09:24, UK",https://news.sky.com//story/rihanna-ill-have-kids-in-the-next-few-years-with-or-without-a-man-11966086,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,James Corden hosts show in garage as A-listers perform from home,"Billie Eilish, John Legend, Will Ferrell and a host of other stars joined James Corden for a special episode of The Late Late Show broadcast from his garage.","Tuesday 31 March 2020 12:51, UK",https://news.sky.com//story/coronavirus-james-corden-hosts-show-in-garage-as-a-listers-perform-from-home-11966201,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,Ghostbusters and Peter Rabbit sequels among latest films delayed,Several major film releases have been postponed until 2021 due to the ongoing coronavirus crisis.,"Tuesday 31 March 2020 11:35, UK",https://news.sky.com//story/coronavirus-ghostbusters-and-peter-rabbit-sequels-among-latest-films-delayed-due-to-pandemic-11966151,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,Chuckle brother reveals he has been suffering from coronavirus,Comedian Paul Chuckle has revealed he has been suffering from coronavirus.,"Tuesday 31 March 2020 04:21, UK",https://news.sky.com//story/coronavirus-comedian-paul-chuckle-reveals-he-has-been-suffering-from-covid-19-11966018,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,Security needed for Claudia Schiffer's knicker nickers,"Claudia Schiffer says her underwear was stolen so frequently in the 1990s while she was on the catwalk, that security had to be hired to watch her bra and knickers.","Tuesday 31 March 2020 10:29, UK",https://news.sky.com//story/model-claudia-schiffer-hired-security-to-protect-her-bra-and-knickers-11965897,https://e3.365dm.com/19/12/768x432/skynews-ghostbusters-afterlife_4861654.jpg?20191209175108
Entertainment,"Shaun Ryder: 'I think I've had coronavirus - but I'm fine, I've been isolating for years'",Shaun Ryder has shared his top tips for surviving the national lockdown - saying he is going to repeat his favourite TV series and learn how to play chess.,"Tuesday 31 March 2020 04:13, UK",https://news.sky.com//story/shaun-ryder-i-think-ive-had-coronavirus-but-im-fine-ive-been-isolating-for-years-11965892,https://e3.365dm.com/20/03/768x432/skynews-paul-chuckle-chuckle-brothers_4958832.jpg?20200330234112
